Name,Rank,Industry,Revenues,Year,Sector,Revenues_($M)
Targa Resources,334,Pipelines,,2018,Energy,"$8,815"
Hertz Global Holdings,335,"Automotive Retailing, Services",,2018,Retailing,"$8,803"
Calpine,336,Energy,,2018,Energy,"$8,752"
Mutual of Omaha Insurance,337,"Insurance: Life, Health (stock)",,2018,Financials,"$8,732"
Crown Holdings,338,"Packaging, Containers",,2018,Materials,"$8,698"
Peter Kiewit Sons',339,"Engineering, Construction",,2018,Engineering & Construction,"$8,678"
Dick's Sporting Goods,340,Specialty Retailers: Other,,2018,Retailing,"$8,591"
PulteGroup,341,Homebuilders,,2018,Engineering & Construction,"$8,573"
Navistar International,342,Construction and Farm Machinery,,2018,Industrials,"$8,570"
Thrivent Financial for Lutherans,343,"Insurance: Life, Health (Mutual)",,2018,Financials,"$8,528"
DCP Midstream,344,Pipelines,,2018,Energy,"$8,462"
Air Products & Chemicals,345,Chemicals,,2018,Chemicals,"$8,442"
Veritiv,346,Wholesalers: Diversified,,2018,Wholesalers,"$8,365"
AGCO,347,Construction and Farm Machinery,,2018,Industrials,"$8,307"
Genworth Financial,348,"Insurance: Life, Health (stock)",,2018,Financials,"$8,295"
Univar,349,Wholesalers: Diversified,,2018,Wholesalers,"$8,254"
News Corp.,350,"Publishing, Printing",,2018,Media,"$8,139"
SpartanNash,351,Wholesalers: Food and Grocery,,2018,Wholesalers,"$8,128"
Westlake Chemical,352,Chemicals,,2018,Chemicals,"$8,041"
Williams,353,Energy,,2018,Energy,"$8,031"
Lam Research,354,Semiconductors and Other Electronic Components,,2018,Technology,"$8,014"
Alaska Air Group,355,Airlines,,2018,Transportation,"$7,933"
Jones Lang LaSalle,356,Real estate,,2018,Financials,"$7,932"
Anixter International,357,Wholesalers: Electronics and Office Equipment,,2018,Wholesalers,"$7,927"
Campbell Soup,358,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$7,890"
Interpublic Group,359,"Advertising, marketing",,2018,Business Services,"$7,882"
Dover,360,Industrial Machinery,,2018,Industrials,"$7,830"
Zimmer Biomet Holdings,361,Medical Products and Equipment,,2018,Health Care,"$7,824"
Dean Foods,362,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$7,795"
Foot Locker,363,Specialty Retailers: Apparel,,2018,Retailing,"$7,782"
Eversource Energy,364,Utilities: Gas and Electric,,2018,Energy,"$7,752"
Alliance Data Systems,365,Financial Data Services,,2018,Business Services,"$7,719"
Fifth Third Bancorp,366,Commercial Banks,,2018,Financials,"$7,713"
Quest Diagnostics,367,Health Care: Pharmacy and Other Services,,2018,Health Care,"$7,709"
EMCOR Group,368,"Engineering, Construction",,2018,Engineering & Construction,"$7,688"
W.R. Berkley,369,Insurance: Property and Casualty (Stock),,2018,Financials,"$7,685"
WESCO International,370,Wholesalers: Diversified,,2018,Wholesalers,"$7,679"
Coty,371,Household and Personal Products,,2018,Household Products,"$7,650"
WEC Energy Group,372,Utilities: Gas and Electric,,2018,Energy,"$7,649"
Masco,373,"Home Equipment, Furnishings",,2018,Household Products,"$7,644"
DXC Technology,374,Information Technology Services,,2018,Technology,"$7,607"
Auto-Owners Insurance,375,Insurance: Property and Casualty (Mutual),,2018,Financials,"$7,604"
Jones Financial (Edward Jones),376,Securities,,2018,Financials,"$7,597"
Liberty Media,377,Entertainment,,2018,Media,"$7,594"
Erie Insurance Group,378,Insurance: Property and Casualty (Mutual),,2018,Financials,"$7,535"
Hershey,379,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$7,515"
PPL,380,Utilities: Gas and Electric,,2018,Energy,"$7,447"
Huntington Ingalls Industries,381,Aerospace and Defense,,2018,Aerospace & Defense,"$7,441"
Mosaic,382,Chemicals,,2018,Chemicals,"$7,409"
J.M. Smucker,383,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$7,392"
Delek US Holdings,384,Petroleum Refining,,2018,Energy,"$7,350"
Newmont Mining,385,"Mining, Crude-Oil Production",,2018,Energy,"$7,348"
Constellation Brands,386,Beverages,,2018,"Food, Beverages & Tobacco","$7,332"
Ryder System,387,"Trucking, Truck Leasing",,2018,Transportation,"$7,330"
National Oilwell Varco,388,"Oil and Gas Equipment, Services",,2018,Energy,"$7,304"
Adobe Systems,389,Computer Software,,2018,Technology,"$7,302"
LifePoint Health,390,Health Care: Medical Facilities,,2018,Health Care,"$7,263"
Tractor Supply,391,Specialty Retailers: Other,,2018,Retailing,"$7,256"
Thor Industries,392,Motor Vehicles and Parts,,2018,Motor Vehicles & Parts,"$7,247"
Dana,393,Motor Vehicles and Parts,,2018,Motor Vehicles & Parts,"$7,209"
Weyerhaeuser,394,Forest and Paper Products,,2018,Materials,"$7,196"
J.B. Hunt Transport Services,395,"Trucking, Truck Leasing",,2018,Transportation,"$7,190"
Darden Restaurants,396,Food Services,,2018,"Hotels, Restaurants & Leisure","$7,170"
Yum China Holdings,397,Food Services,,2018,"Hotels, Restaurants & Leisure","$7,144"
Blackstone Group,398,Diversified Financials,,2018,Financials,"$7,119"
Berry Global Group,399,"Packaging, Containers",,2018,Materials,"$7,095"
Builders FirstSource,400,"Building Materials, Glass",,2018,Materials,"$7,034"
Activision Blizzard,401,Entertainment,,2018,Technology,"$7,017"
JetBlue Airways,402,Airlines,,2018,Transportation,"$7,015"
Amphenol,403,Network and Other Communications Equipment,,2018,Technology,"$7,011"
A-Mark Precious Metals,404,Miscellaneous,,2018,Materials,"$6,990"
Spirit AeroSystems Holdings,405,Aerospace and Defense,,2018,Aerospace & Defense,"$6,983"
R.R. Donnelley & Sons,406,"Publishing, Printing",,2018,Media,"$6,940"
Harris,407,Aerospace and Defense,,2018,Aerospace & Defense,"$6,939"
Expeditors Intl. of Washington,408,Transportation and Logistics,,2018,Transportation,"$6,921"
Discovery,409,Entertainment,,2018,Media,"$6,873"
Owens-Illinois,410,"Packaging, Containers",,2018,Materials,"$6,869"
Sanmina,411,Semiconductors and Other Electronic Components,,2018,Technology,"$6,869"
KeyCorp,412,Commercial Banks,,2018,Financials,"$6,868"
American Financial Group,413,Insurance: Property and Casualty (Stock),,2018,Financials,"$6,865"
Oshkosh,414,Construction and Farm Machinery,,2018,Industrials,"$6,830"
Rockwell Collins,415,Aerospace and Defense,,2018,Aerospace & Defense,"$6,822"
Kindred Healthcare,416,Health Care: Medical Facilities,,2018,Health Care,"$6,768"
Insight Enterprises,417,Information Technology Services,,2018,Technology,"$6,704"
Dr Pepper Snapple Group,418,Beverages,,2018,"Food, Beverages & Tobacco","$6,690"
American Tower,419,Real estate,,2018,Financials,"$6,664"
Fortive,420,Industrial Machinery,,2018,Industrials,"$6,656"
Ralph Lauren,421,Apparel,,2018,Apparel,"$6,653"
Spectrum Brands Holdings,422,Household and Personal Products,,2018,Household Products,"$6,650"
Ascena Retail Group,423,Specialty Retailers: Apparel,,2018,Retailing,"$6,650"
United Rentals,424,Miscellaneous,,2018,Business Services,"$6,641"
Casey's General Stores,425,Specialty Retailers: Other,,2018,Retailing,"$6,641"
Graybar Electric,426,Wholesalers: Diversified,,2018,Wholesalers,"$6,631"
Avery Dennison,427,"Packaging, Containers",,2018,Materials,"$6,614"
MasTec,428,"Engineering, Construction",,2018,Engineering & Construction,"$6,607"
CMS Energy,429,Utilities: Gas and Electric,,2018,Energy,"$6,583"
HD Supply Holdings,430,Wholesalers: Diversified,,2018,Wholesalers,"$6,534"
Raymond James Financial,431,Securities,,2018,Financials,"$6,525"
NCR,432,"Computers, Office Equipment",,2018,Technology,"$6,516"
Hanesbrands,433,Apparel,,2018,Apparel,"$6,478"
Asbury Automotive Group,434,"Automotive Retailing, Services",,2018,Retailing,"$6,457"
Citizens Financial Group,435,Commercial Banks,,2018,Financials,"$6,454"
Packaging Corp. of America,436,"Packaging, Containers",,2018,Materials,"$6,445"
Alleghany,437,Insurance: Property and Casualty (Stock),,2018,Financials,"$6,425"
Apache,438,"Mining, Crude-Oil Production",,2018,Energy,"$6,423"
Dillard's,439,General Merchandisers,,2018,Retailing,"$6,423"
Assurant,440,Insurance: Property and Casualty (Stock),,2018,Financials,"$6,415"
Franklin Resources,441,Securities,,2018,Financials,"$6,392"
Owens Corning,442,"Building Materials, Glass",,2018,Materials,"$6,384"
Motorola Solutions,443,Network and Other Communications Equipment,,2018,Technology,"$6,380"
NVR,444,Homebuilders,,2018,Engineering & Construction,"$6,322"
Rockwell Automation,445,"Electronics, Electrical Equip.",,2018,Industrials,"$6,311"
TreeHouse Foods,446,Food Consumer Products,,2018,"Food, Beverages & Tobacco","$6,307"
Wynn Resorts,447,"Hotels, Casinos, Resorts",,2018,"Hotels, Restaurants & Leisure","$6,306"
Olin,448,Chemicals,,2018,Chemicals,"$6,268"
American Axle & Manufacturing,449,Motor Vehicles and Parts,,2018,Motor Vehicles & Parts,"$6,266"
Old Republic International,450,Insurance: Property and Casualty (Stock),,2018,Financials,"$6,263"
Chemours,451,Chemicals,,2018,Chemicals,"$6,183"
iHeartMedia,452,Entertainment,,2018,Media,"$6,178"
Ameren,453,Utilities: Gas and Electric,,2018,Energy,"$6,177"
Arthur J. Gallagher,454,Diversified Financials,,2018,Financials,"$6,160"
Celanese,455,Chemicals,,2018,Chemicals,"$6,140"
Sealed Air,456,"Packaging, Containers",,2018,Materials,"$6,131"
UGI,457,Energy,,2018,Energy,"$6,121"
Realogy Holdings,458,Real estate,,2018,Financials,"$6,114"
Burlington Stores,459,Specialty Retailers: Apparel,,2018,Retailing,"$6,110"
Regions Financial,460,Commercial Banks,,2018,Financials,"$6,093"
AK Steel Holding,461,Metals,,2018,Materials,"$6,081"
Securian Financial Group,462,"Insurance: Life, Health (stock)",,2018,Financials,"$6,067"
S&P Global,463,Financial Data Services,,2018,Business Services,"$6,063"
Markel,464,Insurance: Property and Casualty (Stock),,2018,Financials,"$6,062"
TravelCenters of America,465,Specialty Retailers: Other,,2018,Retailing,"$6,052"
Conduent,466,Diversified Outsourcing Services,,2018,Business Services,"$6,022"
M&T Bank Corp.,467,Commercial Banks,,2018,Financials,"$6,019"
Clorox,468,Household and Personal Products,,2018,Household Products,"$5,973"
AmTrust Financial Services,469,Insurance: Property and Casualty (Stock),,2018,Financials,"$5,959"
KKR,470,Securities,,2018,Financials,"$5,930"
Ulta Beauty,471,Specialty Retailers: Other,,2018,Retailing,"$5,885"
Yum Brands,472,Food Services,,2018,"Hotels, Restaurants & Leisure","$5,878"
Regeneron Pharmaceuticals,473,Pharmaceuticals,,2018,Health Care,"$5,872"
Windstream Holdings,474,Telecommunications,,2018,Telecommunications,"$5,853"
Magellan Health,475,Health Care: Insurance and Managed Care,,2018,Health Care,"$5,839"
Western & Southern Financial,476,"Insurance: Life, Health (Mutual)",,2018,Financials,"$5,836"
Intercontinental Exchange,477,Securities,,2018,Financials,"$5,834"
Ingredion,478,Food Production,,2018,"Food, Beverages & Tobacco","$5,832"
Wyndham Destinations,479,"Hotels, Casinos, Resorts",,2018,"Hotels, Restaurants & Leisure","$5,821"
Toll Brothers,480,Homebuilders,,2018,Engineering & Construction,"$5,815"
Seaboard,481,Food Production,,2018,"Food, Beverages & Tobacco","$5,809"
Booz Allen Hamilton,482,Information Technology Services,,2018,Technology,"$5,804"
First American Financial,483,Insurance: Property and Casualty (Stock),,2018,Financials,"$5,772"
Cincinnati Financial,484,Insurance: Property and Casualty (Stock),,2018,Financials,"$5,732"
Avon Products,485,Household and Personal Products,,2018,Household Products,"$5,716"
Northern Trust,486,Commercial Banks,,2018,Financials,"$5,716"
Fiserv,487,Financial Data Services,,2018,Business Services,"$5,696"
Harley-Davidson,488,Transportation Equipment,,2018,Transportation,"$5,647"
Cheniere Energy,489,Energy,,2018,Energy,"$5,601"
Patterson,490,Wholesalers: Health Care,,2018,Wholesalers,"$5,593"
Peabody Energy,491,"Mining, Crude-Oil Production",,2018,Energy,"$5,579"
ON Semiconductor,492,Semiconductors and Other Electronic Components,,2018,Technology,"$5,543"
Simon Property Group,493,Real estate,,2018,Financials,"$5,539"
Western Union,494,Financial Data Services,,2018,Business Services,"$5,524"
NetApp,495,"Computers, Office Equipment",,2018,Technology,"$5,519"
Polaris Industries,496,Transportation Equipment,,2018,Transportation,"$5,505"
Pioneer Natural Resources,497,"Mining, Crude-Oil Production",,2018,Energy,"$5,455"
ABM Industries,498,Diversified Outsourcing Services,,2018,Business Services,"$5,454"
Vistra Energy,499,Energy,,2018,Energy,"$5,430"
Cintas,500,Diversified Outsourcing Services,,2018,Business Services,"$5,429"
Walmart,1,General Merchandisers,,2019,Retailing,"$514,405"
Exxon Mobil,2,Petroleum Refining,,2019,Energy,"$290,212"
Apple,3,"Computers, Office Equipment",,2019,Technology,"$265,595"
Berkshire Hathaway,4,Insurance: Property and Casualty (Stock),,2019,Financials,"$247,837"
Amazon.com,5,Internet Services and Retailing,,2019,Retailing,"$232,887"
UnitedHealth Group,6,Health Care: Insurance and Managed Care,,2019,Health Care,"$226,247"
McKesson,7,Wholesalers: Health Care,,2019,Health Care,"$208,357"
CVS Health,8,Health Care: Pharmacy and Other Services,,2019,Health Care,"$194,579"
AT&T,9,Telecommunications,,2019,Telecommunications,"$170,756"
AmerisourceBergen,10,Wholesalers: Health Care,,2019,Health Care,"$167,940"
Chevron,11,Petroleum Refining,,2019,Energy,"$166,339"
Ford Motor,12,Motor Vehicles and Parts,,2019,Motor Vehicles & Parts,"$160,338"
General Motors,13,Motor Vehicles and Parts,,2019,Motor Vehicles & Parts,"$147,049"
Costco Wholesale,14,General Merchandisers,,2019,Retailing,"$141,576"
Alphabet,15,Internet Services and Retailing,,2019,Technology,"$136,819"
Cardinal Health,16,Wholesalers: Health Care,,2019,Health Care,"$136,809"
Walgreens Boots Alliance,17,Food and Drug Stores,,2019,Food & Drug Stores,"$131,537"
JPMorgan Chase,18,Commercial Banks,,2019,Financials,"$131,412"
Verizon Communications,19,Telecommunications,,2019,Telecommunications,"$130,863"
Kroger,20,Food and Drug Stores,,2019,Food & Drug Stores,"$121,162"
General Electric,21,Industrial Machinery,,2019,Industrials,"$120,268"
Fannie Mae,22,Diversified Financials,,2019,Financials,"$120,101"
Phillips 66,23,Petroleum Refining,,2019,Energy,"$114,217"
Valero Energy,24,Petroleum Refining,,2019,Energy,"$111,407"
Bank of America,25,Commercial Banks,,2019,Financials,"$110,584"
Microsoft,26,Computer Software,,2019,Technology,"$110,360"
Home Depot,27,Specialty Retailers: Other,,2019,Retailing,"$108,203"
Boeing,28,Aerospace and Defense,,2019,Aerospace & Defense,"$101,127"
Wells Fargo,29,Commercial Banks,,2019,Financials,"$101,060"
Citigroup,30,Commercial Banks,,2019,Financials,"$97,120"
Marathon Petroleum,31,Petroleum Refining,,2019,Energy,"$97,102"
Comcast,32,Telecommunications,,2019,Telecommunications,"$94,507"
Anthem,33,Health Care: Insurance and Managed Care,,2019,Health Care,"$92,105"
Dell Technologies,34,"Computers, Office Equipment",,2019,Technology,"$90,621"
DuPont de Nemours,35,Chemicals,,2019,Chemicals,"$85,977"
State Farm Insurance,36,Insurance: Property and Casualty (Mutual),,2019,Financials,"$81,732"
Johnson & Johnson,37,Pharmaceuticals,,2019,Health Care,"$81,581"
IBM,38,Information Technology Services,,2019,Technology,"$79,591"
Target,39,General Merchandisers,,2019,Retailing,"$75,356"
Freddie Mac,40,Diversified Financials,,2019,Financials,"$73,598"
United Parcel Service,41,"Mail, Package, and Freight Delivery",,2019,Transportation,"$71,861"
Lowe's,42,Specialty Retailers: Other,,2019,Retailing,"$71,309"
Intel,43,Semiconductors and Other Electronic Components,,2019,Technology,"$70,848"
MetLife,44,"Insurance: Life, Health (stock)",,2019,Financials,"$67,941"
Procter & Gamble,45,Household and Personal Products,,2019,Household Products,"$66,832"
United Technologies,46,Aerospace and Defense,,2019,Aerospace & Defense,"$66,501"
FedEx,47,"Mail, Package, and Freight Delivery",,2019,Transportation,"$65,450"
PepsiCo,48,Food Consumer Products,,2019,"Food, Beverages & Tobacco","$64,661"
Archer Daniels Midland,49,Food Production,,2019,"Food, Beverages & Tobacco","$64,341"
Prudential Financial,50,"Insurance: Life, Health (stock)",,2019,Financials,"$62,992"
Centene,51,Health Care: Insurance and Managed Care,,2019,Health Care,"$60,116"
Albertsons,52,Food and Drug Stores,,2019,Food & Drug Stores,"$59,925"
Walt Disney,53,Entertainment,,2019,Media,"$59,434"
Sysco,54,Wholesalers: Food and Grocery,,2019,Wholesalers,"$58,727"
HP,55,"Computers, Office Equipment",,2019,Technology,"$58,472"
Humana,56,Health Care: Insurance and Managed Care,,2019,Health Care,"$56,912"
Facebook,57,Internet Services and Retailing,,2019,Technology,"$55,838"
Caterpillar,58,Construction and Farm Machinery,,2019,Industrials,"$54,722"
Energy Transfer,59,Pipelines,,2019,Energy,"$54,436"
Lockheed Martin,60,Aerospace and Defense,,2019,Aerospace & Defense,"$53,762"
Pfizer,61,Pharmaceuticals,,2019,Health Care,"$53,647"
Goldman Sachs Group,62,Commercial Banks,,2019,Financials,"$52,528"
Morgan Stanley,63,Commercial Banks,,2019,Financials,"$50,193"
Cisco Systems,64,Network and Other Communications Equipment,,2019,Technology,"$49,330"
Cigna,65,Health Care: Insurance and Managed Care,,2019,Health Care,"$48,650"
AIG,66,Insurance: Property and Casualty (Stock),,2019,Financials,"$47,389"
HCA Healthcare,67,Health Care: Medical Facilities,,2019,Health Care,"$46,677"
American Airlines Group,68,Airlines,,2019,Transportation,"$44,541"
Delta Air Lines,69,Airlines,,2019,Transportation,"$44,438"
Charter Communications,70,Telecommunications,,2019,Telecommunications,"$43,634"
New York Life Insurance,71,"Insurance: Life, Health (Mutual)",,2019,Financials,"$43,425"
American Express,72,Diversified Financials,,2019,Financials,"$43,281"
Nationwide,73,Insurance: Property and Casualty (Mutual),,2019,Financials,"$43,270"
Best Buy,74,Specialty Retailers: Other,,2019,Retailing,"$42,879"
Liberty Mutual Insurance Group,75,Insurance: Property and Casualty (Stock),,2019,Financials,"$42,685"
Merck,76,Pharmaceuticals,,2019,Health Care,"$42,294"
Honeywell International,77,"Electronics, Electrical Equip.",,2019,Industrials,"$41,802"
United Continental Holdings,78,Airlines,,2019,Transportation,"$41,303"
